source,prepared_image,caption
training/Zubaeagermon vpet vb.png,datasets/vpet_lora/train/00685_Zubaeagermon vpet vb.png,"vpet_style, vpet_left_pose, digimon, zubaeagermon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Zubamon vpet vb.png,datasets/vpet_lora/train/00686_Zubamon vpet vb.png,"vpet_style, vpet_left_pose, digimon, zubamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Zudomon vpet vb.png,datasets/vpet_lora/train/00687_Zudomon vpet vb.png,"vpet_style, vpet_left_pose, digimon, zudomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/Zurumon vpet vb.png,datasets/vpet_lora/train/00688_Zurumon vpet vb.png,"vpet_style, vpet_left_pose, digimon, zurumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Abbadomon.png,datasets/vpet_lora/train/00689_Abbadomon.png,"vpet_style, vpet_left_pose, digimon, abbadomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Aegiochusmon_ Blue.png,datasets/vpet_lora/train/00690_Aegiochusmon_ Blue.png,"vpet_style, vpet_left_pose, digimon, aegiochusmon blue, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Aegiochusmon_ Dark.png,datasets/vpet_lora/train/00691_Aegiochusmon_ Dark.png,"vpet_style, vpet_left_pose, digimon, aegiochusmon dark, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Aegiochusmon_ Green.png,datasets/vpet_lora/train/00692_Aegiochusmon_ Green.png,"vpet_style, vpet_left_pose, digimon, aegiochusmon green, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Aegiochusmon_ Holy.png,datasets/vpet_lora/train/00693_Aegiochusmon_ Holy.png,"vpet_style, vpet_left_pose, digimon, aegiochusmon holy, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Aegiochusmon_ Red.png,datasets/vpet_lora/train/00694_Aegiochusmon_ Red.png,"vpet_style, vpet_left_pose, digimon, aegiochusmon red, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon (Black) (2006).png,datasets/vpet_lora/train/00695_Agumon (Black) (2006).png,"vpet_style, vpet_left_pose, digimon, agumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon (Bond of Bravery).png,datasets/vpet_lora/train/00696_Agumon (Bond of Bravery).png,"vpet_style, vpet_left_pose, digimon, agumon bond of bravery, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon (C'mon Digimon).png,datasets/vpet_lora/train/00697_Agumon (C'mon Digimon).png,"vpet_style, vpet_left_pose, digimon, agumon c'mon digimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon (Movie).png,datasets/vpet_lora/train/00698_Agumon (Movie).png,"vpet_style, vpet_left_pose, digimon, agumon movie, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon Burst Mode.png,datasets/vpet_lora/train/00699_Agumon Burst Mode.png,"vpet_style, vpet_left_pose, digimon, agumon burst, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon Hakase.png,datasets/vpet_lora/train/00700_Agumon Hakase.png,"vpet_style, vpet_left_pose, digimon, agumon hakase, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Agumon X-Antibody.png,datasets/vpet_lora/train/00701_Agumon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, agumon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Aidmon.png,datasets/vpet_lora/train/00702_Aidmon.png,"vpet_style, vpet_left_pose, digimon, aidmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Airdramon (C'mon Digimon).png,datasets/vpet_lora/train/00703_Airdramon (C'mon Digimon).png,"vpet_style, vpet_left_pose, digimon, airdramon c'mon digimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Algomon (Baby II).png,datasets/vpet_lora/train/00704_Algomon (Baby II).png,"vpet_style, vpet_left_pose, digimon, algomon ii, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Algomon (Child).png,datasets/vpet_lora/train/00705_Algomon (Child).png,"vpet_style, vpet_left_pose, digimon, algomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Algomon (Perfect).png,datasets/vpet_lora/train/00706_Algomon (Perfect).png,"vpet_style, vpet_left_pose, digimon, algomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Algomon (Ultimate).png,datasets/vpet_lora/train/00707_Algomon (Ultimate).png,"vpet_style, vpet_left_pose, digimon, algomon ultimate, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Allomon.png,datasets/vpet_lora/train/00708_Allomon.png,"vpet_style, vpet_left_pose, digimon, allomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Alraumon.png,datasets/vpet_lora/train/00709_Alraumon.png,"vpet_style, vpet_left_pose, digimon, alraumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/AncientIrismon.png,datasets/vpet_lora/train/00710_AncientIrismon.png,"vpet_style, vpet_left_pose, digimon, ancientirismon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Antylamon (Deva).png,datasets/vpet_lora/train/00711_Antylamon (Deva).png,"vpet_style, vpet_left_pose, digimon, antylamon deva, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Antylamon.png,datasets/vpet_lora/train/00712_Antylamon.png,"vpet_style, vpet_left_pose, digimon, antylamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Apemon.png,datasets/vpet_lora/train/00713_Apemon.png,"vpet_style, vpet_left_pose, digimon, apemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Apollomon Whispered.png,datasets/vpet_lora/train/00714_Apollomon Whispered.png,"vpet_style, vpet_left_pose, digimon, apollomon whispered, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arkadimon (Adult).png,datasets/vpet_lora/train/00715_Arkadimon (Adult).png,"vpet_style, vpet_left_pose, digimon, arkadimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arkadimon (Baby).png,datasets/vpet_lora/train/00716_Arkadimon (Baby).png,"vpet_style, vpet_left_pose, digimon, arkadimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arkadimon (Child).png,datasets/vpet_lora/train/00717_Arkadimon (Child).png,"vpet_style, vpet_left_pose, digimon, arkadimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arkadimon (Perfect).png,datasets/vpet_lora/train/00718_Arkadimon (Perfect).png,"vpet_style, vpet_left_pose, digimon, arkadimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arkadimon (Super Ultimate).png,datasets/vpet_lora/train/00719_Arkadimon (Super Ultimate).png,"vpet_style, vpet_left_pose, digimon, arkadimon super ultimate, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arkadimon (Ultimate).png,datasets/vpet_lora/train/00720_Arkadimon (Ultimate).png,"vpet_style, vpet_left_pose, digimon, arkadimon ultimate, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Armadillomon (2).png,datasets/vpet_lora/train/00721_Armadillomon (2).png,"vpet_style, vpet_left_pose, digimon, armadillomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Armadillomon.png,datasets/vpet_lora/train/00722_Armadillomon.png,"vpet_style, vpet_left_pose, digimon, armadillomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Armamon.png,datasets/vpet_lora/train/00723_Armamon.png,"vpet_style, vpet_left_pose, digimon, armamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arresterdramon_ Superior Mode (Brave Snatcher).png,datasets/vpet_lora/train/00724_Arresterdramon_ Superior Mode (Brave Snatcher).png,"vpet_style, vpet_left_pose, digimon, arresterdramon superior brave snatcher, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Arresterdramon_ Superior Mode.png,datasets/vpet_lora/train/00725_Arresterdramon_ Superior Mode.png,"vpet_style, vpet_left_pose, digimon, arresterdramon superior, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Atamadekachimon.png,datasets/vpet_lora/train/00726_Atamadekachimon.png,"vpet_style, vpet_left_pose, digimon, atamadekachimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/AtlurKabuterimon (Blue).png,datasets/vpet_lora/train/00727_AtlurKabuterimon (Blue).png,"vpet_style, vpet_left_pose, digimon, atlurkabuterimon blue, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Azulongmon.png,datasets/vpet_lora/train/00728_Azulongmon.png,"vpet_style, vpet_left_pose, digimon, azulongmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Baboongamon.png,datasets/vpet_lora/train/00729_Baboongamon.png,"vpet_style, vpet_left_pose, digimon, baboongamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Bacchusmon.png,datasets/vpet_lora/train/00730_Bacchusmon.png,"vpet_style, vpet_left_pose, digimon, bacchusmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Bacomon.png,datasets/vpet_lora/train/00731_Bacomon.png,"vpet_style, vpet_left_pose, digimon, bacomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Bagramon (Archangel Form).png,datasets/vpet_lora/train/00732_Bagramon (Archangel Form).png,"vpet_style, vpet_left_pose, digimon, bagramon archangel form, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Bagramon.png,datasets/vpet_lora/train/00733_Bagramon.png,"vpet_style, vpet_left_pose, digimon, bagramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Baihumon.png,datasets/vpet_lora/train/00734_Baihumon.png,"vpet_style, vpet_left_pose, digimon, baihumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BanchoGolemon.png,datasets/vpet_lora/train/00735_BanchoGolemon.png,"vpet_style, vpet_left_pose, digimon, banchogolemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BanchoLeomon.png,datasets/vpet_lora/train/00736_BanchoLeomon.png,"vpet_style, vpet_left_pose, digimon, bancholeomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BanchoLeomon_ Burst Mode.png,datasets/vpet_lora/train/00737_BanchoLeomon_ Burst Mode.png,"vpet_style, vpet_left_pose, digimon, bancholeomon burst, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BanchoLilymon.png,datasets/vpet_lora/train/00738_BanchoLilymon.png,"vpet_style, vpet_left_pose, digimon, bancholilymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BanchoMamemon.png,datasets/vpet_lora/train/00739_BanchoMamemon.png,"vpet_style, vpet_left_pose, digimon, banchomamemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
